	ReqID	NeedID	ReqText	NeedText	r01_structured_statements	r02_active_voice	r03_appropriate_subject_verb	r04_defined_terms	r05_definite_articles	r06_common_units_of_measure	r07_vague_terms	r08_escape_clauses	r09_open_ended_clauses	r10_superfluous_infinitives	r11_separate_clauses	r12_correct_grammar	r13_correct_spelling	r14_correct_punctuation	r15_logical_expressions	r16_use_of_not	r17_use_of_oblique_symbol	r18_single_thought_sentence	r19_combinators	r20_purpose_phrases	r21_parentheses	r22_enumeration	r23_supporting_diagram_model_ICD	r24_pronouns	r25_headings	r26_absolutes	r27_explicit_conditions	r28_multiple_conditions	r29_classification	r30_unique_expression	r31_solution_free	r32_universal_qualification	r33_range_of_values	r34_measurable_performance	r35_temporal_dependencies	r36_consistent_terms_and_units	r37_acronyms	r38_abbreviations	r39_style_guide	r40_decimal_format	r41_related_needs_and_requirements	r42_structured_sets	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C1_norm	C2_norm	C3_norm	C4_norm	C5_norm	C6_norm	C7_norm	C8_norm	C9_norm	C10_norm	C11_norm	C12_norm	C13_norm	C14_norm	C15_norm	wRQ
3.8.1.14	110.1.14	110.0	The Safety Application shall perform effective ly for all defined NYC CVPD functional classes of roadway and levels of service (LOS) where the application is installed or is being used. (Note: NYC CVPD functional classes of roadway and levels of service are specified in the NYC CVPD ASD Specification.)		1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	3	18	11	2	1	16	8	7	4	8	1	5	5	5	0.5	1.0	0.6	0.6875	0.25	0.5	0.64	0.7272727272727273	0.7	1.0	0.8	0.3333333333333333	0.625	0.7142857142857143	0.7142857142857143	0.9565387856594979
3.8.1.15	110.1.15	110.0	The Safety Application shall be able to receive and decode messages broadcast by NYC CVPD RSU. (Note: NYC CVPD RSU is specified in the NYC CVPD RSU Specification.)		0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	3	19	11	2	2	17	9	7	4	9	2	6	6	6	0.5	1.0	0.6333333333333333	0.6875	0.25	1.0	0.68	0.8181818181818182	0.7	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9674845482383242
3.8.1.16	110.1.16	110.0	The V2I Safety Application alerts shall only be issued when the current inputs to the application warrants an advisory or alert.		1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	24	12	6	2	20	11	10	4	10	2	8	7	7	0.5	0.6666666666666666	0.8	0.75	0.75	1.0	0.8	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9828534633537962
3.8.1.17	110.1.17	110.0	Safety Application Driver Training shall conform to human factors guidelines issued by the FHWA, NHTSA, and SAE.		1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	22	13	5	2	20	10	8	4	9	2	6	6	6	0.5	1.0	0.7333333333333333	0.8125	0.625	1.0	0.8	0.9090909090909091	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9856778744965143
3.8.1.18	110.1.18	110.0	The Safety Application shall not provide information to the driver that conflicts with infrastructure roadside signage.		1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	26	13	7	2	21	10	10	4	10	3	8	7	7	0.5	1.0	0.8666666666666667	0.8125	0.875	1.0	0.84	0.9090909090909091	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9900365905687504
3.8.1.19	110.1.19	110.0	The safety application shall provide its operational status (online, offline) to the ASD management system.		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	27	12	6	2	22	11	10	4	10	2	8	7	7	0.5	1.0	0.9	0.75	0.75	1.0	0.88	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9858046311185396
3.8.1.20	110.1.20	110.0	An application shall receive intersection geometry information, e.g. Geometric Intersection Design (GID), from the closest MAP message based on the host vehicle’s current location.		1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	25	13	6	2	21	10	9	4	10	2	7	7	7	1.0	1.0	0.8333333333333334	0.8125	0.75	1.0	0.84	0.9090909090909091	0.9	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9934483393274297
3.8.1.21	110.1.21	110.0	The application shall obtain vehicle speed from one of the sources available to the ASD. These sources include the CAN interface, GNSS interface, derivation from sequential GNSS location readings.		1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	3	23	10	5	1	20	9	7	4	8	1	5	5	5	0.5	1.0	0.7666666666666667	0.625	0.625	0.5	0.8	0.8181818181818182	0.7	1.0	0.8	0.3333333333333333	0.625	0.7142857142857143	0.7142857142857143	0.9708343681215492
3.8.1.22	110.3.1	110.0	The safety applications listed in Table C-1 shall acquire vehicle position accuracy, speed, and heading to the ASD.		1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	3	23	14	4	2	22	10	8	4	9	3	6	6	6	0.5	1.0	0.7666666666666667	0.875	0.5	1.0	0.88	0.9090909090909091	0.8	1.0	0.9	1.0	0.75	0.8571428571428571	0.8571428571428571	0.9833815766215501
3.8.1.23	110.3.2	110.0	The safety application listed in Table C-1 shall determine if the ASD Position, speed and heading information provided is sufficiently accurate to support the ASD's advisory and alert calculations.		1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	21	13	4	2	19	11	8	4	9	2	6	6	6	0.5	1.0	0.7	0.8125	0.5	1.0	0.76	1.0	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9807157845242849
3.8.1.24	110.3.3	110.0	The safety application s listed in Table C-1 shall only issue advisories and alerts if the ASD Position, speed and heading information provided is sufficiently accurate to support the ASD's advisory and alert calculations.		1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	21	13	4	2	18	10	8	4	9	2	6	6	6	0.5	1.0	0.7	0.8125	0.5	1.0	0.72	0.9090909090909091	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9814218785405764
3.8.1.25	110.3.4	110.0	The safety application s listed in Table C-1 shall acquire roadway geometry information for the roadway ahead from the ASD. (Note: roadway geometry information is expected to come from MAP messages acquired by the ASD from NYC CVPD DSRC Infrastructure.)		1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	3	22	12	4	2	19	10	7	4	8	2	5	5	5	0.5	1.0	0.7333333333333333	0.75	0.5	1.0	0.76	0.9090909090909091	0.7	1.0	0.8	0.6666666666666666	0.625	0.7142857142857143	0.7142857142857143	0.9793579658065592
3.8.1.26	110.3.4.1	110.0	The V2I safety applications listed in Table C-1 except for CSPD -COMP and SPDCOMPWZ applications shall acquire the roadway geometry information through the MAP message from the RSUs.		1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	3	24	14	5	2	21	11	8	4	9	3	6	6	6	0.5	1.0	0.8	0.875	0.625	1.0	0.84	1.0	0.8	1.0	0.9	1.0	0.75	0.8571428571428571	0.8571428571428571	0.9863875595077894
3.8.1.27	110.3.4.2	110.0	The CSPD -COMP and SPDCOMPWZ applications listed in Table C-1 shall acquire the roadway geometry information through the TIM message from the RSUs.		1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	3	23	14	6	2	20	11	8	4	8	3	5	5	5	1.0	1.0	0.7666666666666667	0.875	0.75	1.0	0.8	1.0	0.8	1.0	0.8	1.0	0.625	0.7142857142857143	0.7142857142857143	0.9889615759646241
3.8.1.28	110.3.5	110.0	The safety application s listed in Table C-1 shall acquire the posted speed for the roadway ahead, including upcoming curve(s). (Note: Posted speed information is expected to come from MAP messages acquired by the ASD from NYC CVPD DSRC Infrastructure.)		1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	3	22	12	4	2	19	10	7	4	8	2	5	5	5	0.5	1.0	0.7333333333333333	0.75	0.5	1.0	0.76	0.9090909090909091	0.7	1.0	0.8	0.6666666666666666	0.625	0.7142857142857143	0.7142857142857143	0.9793579658065592
3.8.1.29	110.3.5.1	110.0	The V2I safety applications listed in Table C-1 except for CSPD -COMP and SPDCOMPWZ applications shall acquire the posted speed information through the MAP message from the RSUs.		1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	3	23	14	5	2	20	11	8	4	9	3	6	6	6	0.5	1.0	0.7666666666666667	0.875	0.625	1.0	0.8	1.0	0.8	1.0	0.9	1.0	0.75	0.8571428571428571	0.8571428571428571	0.9859221987194513
3.8.1.30	110.3.5.2	110.0	The CSPD -COMP application listed in Table C-1 shall acquire the posted speed for the upcoming curved section of a roa dway through the TIM message from the RSU.		1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	23	13	6	2	19	11	8	4	9	2	6	6	6	0.5	1.0	0.7666666666666667	0.8125	0.75	1.0	0.76	1.0	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9866392877715927
3.8.1.31	110.3.5.3	110.0	The SPDCOMPWZ application listed in Table C-1 shall acquire the posted speed for the upcoming work zone through the TIM message from the RSU.		1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	24	13	6	2	20	11	8	4	9	2	6	6	6	0.5	1.0	0.8	0.8125	0.75	1.0	0.8	1.0	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9871241519310635
3.8.1.32	110.3.6	110.0	Issuance of the CSPD -COMP and SPDCOMPWZ application advisory of a reduced speed curve ahead to the driver shall coincide with driver visibility of roadside curve ahead signage. (Note: Location of roadside signage and sign visibility distances are described in the MUTCD.)		1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	3	20	12	3	2	18	10	7	4	8	2	5	5	5	0.5	1.0	0.6666666666666666	0.75	0.375	1.0	0.72	0.9090909090909091	0.7	1.0	0.8	0.6666666666666666	0.625	0.7142857142857143	0.7142857142857143	0.9736966167322217
3.8.1.33	110.3.7	110.0	The safety application shall acquire data from the ASD which includes the following: 1. Vehicle positioning information 2. Vehicle position accuracy 3. Vehicle speed 4. Vehicle acceleration 5. Vehicle heading		1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	2	3	23	10	6	1	20	7	7	4	8	2	5	5	5	1.0	1.0	0.7666666666666667	0.625	0.75	0.5	0.8	0.6363636363636364	0.7	1.0	0.8	0.6666666666666666	0.625	0.7142857142857143	0.7142857142857143	0.9821978979492055
3.8.1.34	201.2.1	201.0	The V2V safety applications shall set the message threshold at the proper level.	Need to have privacy	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	28	13	8	2	23	11	10	4	10	2	8	7	7	1.0	1.0	0.9333333333333333	0.8125	1.0	1.0	0.92	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.99538048090556
3.8.1.35	201.2.2	201.0	The V2V safety applications shall formulate the decision algorithm properly to recognize the threat.	Need to have privacy	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	25	12	6	2	20	10	8	4	10	2	7	7	7	0.5	1.0	0.8333333333333334	0.75	0.75	1.0	0.8	0.9090909090909091	0.8	1.0	1.0	0.6666666666666666	0.875	1.0	1.0	0.9858783302386747
3.8.1.36	201.2.3	201.0	The V2V safety applications shall ensure that all components of the system are functioning as intended.	Need to have privacy	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	3	23	11	7	1	18	8	9	4	10	2	8	7	7	1.0	1.0	0.7666666666666667	0.6875	0.875	0.5	0.72	0.7272727272727273	0.9	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9830933006345401
3.8.1.37	201.3.2	201.0	The V2I safety applications shall operate on correct, timely information.	Need to have privacy	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	28	13	8	2	23	11	10	4	10	2	8	7	7	1.0	1.0	0.9333333333333333	0.8125	1.0	1.0	0.92	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.99538048090556
3.8.1.38	201.4.1	201.0	The NYC CVPD safety management subsystem shall verify the initial data entry from the V2I safety applications.	Need to have privacy	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	28	13	8	2	23	11	10	4	10	2	8	7	7	1.0	1.0	0.9333333333333333	0.8125	1.0	1.0	0.92	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.99538048090556
3.8.1.39	202.1.3	202.0	The safety applications listed in Table C-1 shall implement the most recent application control parameters supplied externally to the application as described in Table E -1.	Need to manage CV application for the traffic environment	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	3	21	10	5	1	19	10	9	4	9	1	7	6	6	0.5	1.0	0.7	0.625	0.625	0.5	0.76	0.9090909090909091	0.9	1.0	0.9	0.3333333333333333	0.875	0.8571428571428571	0.8571428571428571	0.9685589806112352
3.8.1.40	202.1.4	202.0	The safety application shall allow the central system to modify the control parameters as defined in Table E -1.	Need to manage CV application for the traffic environment	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	3	20	10	5	1	18	9	8	4	9	1	7	6	6	0.5	1.0	0.6666666666666666	0.625	0.625	0.5	0.72	0.8181818181818182	0.8	1.0	0.9	0.3333333333333333	0.875	0.8571428571428571	0.8571428571428571	0.9691583883972955
3.8.2.1.1	102.1.1	102.1	The FCW safety application shall warn drivers of impending rear -end collisions with other DSRC -equipped vehicles.	Need to reduce crashes between vehicles	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	25	13	7	2	21	11	8	4	9	2	6	6	6	1.0	1.0	0.8333333333333334	0.8125	0.875	1.0	0.84	1.0	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9935715552546551
3.8.2.2.1	102.2.1	102.2	The EEBL safety application shall warn drivers about DSRC -equipped vehicles braking.	Need to reduce crashes between vehicles	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	3	26	14	7	2	22	11	8	4	9	3	6	6	6	1.0	1.0	0.8666666666666667	0.875	0.875	1.0	0.88	1.0	0.8	1.0	0.9	1.0	0.75	0.8571428571428571	0.8571428571428571	0.9961161416040025
3.8.2.3.1	102.3.1	102.3	The BSW safety application shall warn drivers about DSRC -equipped vehicles in their blind spots.	Need to reduce crashes between vehicles	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	25	12	7	2	21	11	8	4	9	2	6	6	6	1.0	1.0	0.8333333333333334	0.75	0.875	1.0	0.84	1.0	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9929985540775447
3.8.2.4.1	102.3.2	102.3	The LCW safety application shall warn drivers about DSRC -equipped vehicles changing lanes in the same direction.	Need to reduce crashes between vehicles	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	25	13	7	2	21	11	8	4	9	2	6	6	6	1.0	1.0	0.8333333333333334	0.8125	0.875	1.0	0.84	1.0	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9935715552546551
3.8.2.5.1	102.4.1	102.4	The IMA safety application shall warn drivers about DSRC -equipped vehicles that cross the intersection.	Need to reduce crashes between vehicles	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	3	26	13	7	2	22	11	8	4	9	3	6	6	6	1.0	1.0	0.8666666666666667	0.8125	0.875	1.0	0.88	1.0	0.8	1.0	0.9	1.0	0.75	0.8571428571428571	0.8571428571428571	0.9957555659706815
3.8.2.6.1	102.5.4	102.5	The VTRW application shall detect whether a vehicle is turning right in front of transit vehicle via the position and heading data received in a basic safety message (from a remote vehicle) based on the PVT accuracy for positioning.	Need to reduce crashes between vehicles	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	22	12	5	2	19	10	8	4	9	2	7	6	6	0.5	1.0	0.7333333333333333	0.75	0.625	1.0	0.76	0.9090909090909091	0.8	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9854222176562987
3.8.2.6.2	102.5.5	102.5	The application alert mode in the VTRW application shall be active when the transit vehicle stops within a bus stop geographic zone.	Need to reduce crashes between vehicles	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	24	13	7	2	21	11	9	4	9	2	7	6	6	1.0	1.0	0.8	0.8125	0.875	1.0	0.84	1.0	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9946122634057086
3.8.2.6.3	102.5.6	102.5	The application alert mode shall terminate when the transit vehicle stops within a bus stop geographic zone.	Need to reduce crashes between vehicles	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	3	25	13	7	2	21	11	10	4	10	2	8	7	7	1.0	1.0	0.8333333333333334	0.8125	0.875	1.0	0.84	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.9942480914010433
3.8.2.6.4	102.5.7	102.5	The VTRW application shall only issue alerts to the driver when the transit vehicle indicates an impending crash.	Need to reduce crashes between vehicles	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	25	13	6	2	22	11	9	4	9	2	7	6	6	0.5	1.0	0.8333333333333334	0.8125	0.75	1.0	0.88	1.0	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9881885293583291
3.8.2.6.5	102.5.8	102.5	A VTRW application shall advise if a remote vehicle which originates directly behind the transit vehicle at a bus stop begins to pass to the left of the transit vehicle as the transit vehicle is departing a bus stop.	Need to reduce crashes between vehicles	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	3	21	11	6	2	18	11	9	4	9	2	7	6	6	0.5	1.0	0.7	0.6875	0.75	1.0	0.72	1.0	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9847753999237536
3.8.2.6.6	102.5.9	102.5	A VTRW alert shall alert the driver if a remote vehicle which originates directly behind the transit vehicle at a bus stop passes to the left of the transit vehicle as the transit vehicle is departing a bus stop and the remote vehicle’s position and heading indicates an intent to return to or cross the lane of the transit vehicle.	Need to reduce crashes between vehicles	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	3	18	10	4	2	15	10	8	4	9	2	6	6	6	0.5	1.0	0.6	0.625	0.5	1.0	0.6	0.9090909090909091	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9758538147699027
3.8.2.6.7	102.5.17	102.5	The VTRW application shall present the alerts regardless of traffic signal status.	Need to reduce crashes between vehicles	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	27	13	8	2	23	11	9	4	9	2	7	6	6	1.0	1.0	0.9	0.8125	1.0	1.0	0.92	1.0	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9950562876542524
3.8.2.6.8	102.5.26	102.5	The VTRW application shall have access to the transit vehicle's gear position.	Need to reduce crashes between vehicles	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	3	27	13	7	2	23	11	9	4	9	2	7	6	6	0.5	1.0	0.9	0.8125	0.875	1.0	0.92	1.0	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9889899760087837
3.8.3.1.1	101.1.2	101.1	The SPDCOMP application shall obtain regulatory speed limits from the MAP message per SAE J2735- 201603 based on the host vehicle’s current location.	Need to manage speed on surface streets – 25 MPH regulatory speed limit	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	2	3	24	12	7	1	20	10	8	4	9	1	6	6	6	1.0	1.0	0.8	0.75	0.875	0.5	0.8	0.9090909090909091	0.8	1.0	0.9	0.3333333333333333	0.75	0.8571428571428571	0.8571428571428571	0.9770823412121217
3.8.3.1.2	101.1.4	101.1	The SPDCOMP application shall trigger an alert when either the vehicle speed exceeds the recommended speed by a configured amount or for a configured period of time by time of day. (Note: configurable speed (Excessive Speed Amount Threshold), configurable time (Excessive Speed Time) are defined in Table E -1 and time of day is defined in Table D-1 in the Appendix).	Need to manage speed on surface streets – 25 MPH regulatory speed limit	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	3	17	9	2	1	15	8	7	4	8	1	5	5	5	0.5	1.0	0.5666666666666667	0.5625	0.25	0.5	0.6	0.7272727272727273	0.7	1.0	0.8	0.3333333333333333	0.625	0.7142857142857143	0.7142857142857143	0.954024265318854
3.8.3.2.1	101.2.10	101.2	The CSPD -COMP application shall determine if there is a curve with reduced speed ahead.	Need to manage speeds on curves –regulatory speed limit	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	23	12	7	2	20	11	9	4	9	2	7	6	6	1.0	1.0	0.7666666666666667	0.75	0.875	1.0	0.8	1.0	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9934244135867933
3.8.3.2.2	101.2.11	101.2	The CSPD -COMP application shall advise the driver of a curve with reduced speed ahead.	Need to manage speeds on curves –regulatory speed limit	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	25	13	7	2	21	11	8	4	9	2	6	6	6	1.0	1.0	0.8333333333333334	0.8125	0.875	1.0	0.84	1.0	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.9935715552546551
3.8.3.2.3	101.2.14	101.2	The CSPD -COMP application shall determine the difference between the posted speed on the upcoming curve and the vehicle's current speed.	Need to manage speeds on curves –regulatory speed limit	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	24	13	6	2	21	11	8	4	9	2	6	6	6	1.0	1.0	0.8	0.8125	0.75	1.0	0.84	1.0	0.8	1.0	0.9	0.6666666666666666	0.75	0.8571428571428571	0.8571428571428571	0.992583672004889
3.8.3.2.4	101.2.15	101.2	If the vehicle speed is greater than the posted curve speed, the Vehicle CSPD-COMP Application shall advise the driver in time for the driver to reduce vehicle speed to the posted speed limit before the vehicle enters the curve.	Need to manage speeds on curves –regulatory speed limit	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	3	21	12	6	2	19	10	9	4	9	2	7	6	6	0.5	1.0	0.7	0.75	0.75	1.0	0.76	0.9090909090909091	0.9	1.0	0.9	0.6666666666666666	0.875	0.8571428571428571	0.8571428571428571	0.9868372482816554
3.8.3.2.5	101.2.16	101.2	While the vehicle is in the curve, the CSPD -COMP application shall trigger a driver alert when the host vehicle speed exceeds the posted speed plus the Excessive Curve Speed Amount Threshold for a time period exceeding the Excessive Curve Speed Time Threshold.	Need to manage speeds on curves –regulatory speed limit	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	3	24	14	6	2	22	10	9	4	9	3	7	6	6	0.5	1.0	0.8	0.875	0.75	1.0	0.88	0.9090909090909091	0.9	1.0	0.9	1.0	0.875	0.8571428571428571	0.8571428571428571	0.9902116847794935
